0,773237;;;0,019273
0,250169;;;
0,236475;;Promedio:;0,045790946
0,197148;;Desviacion:;0,077164105
0,248761;;;
0,179772;;;
0,183951;;;
0,150947;;;
0,142157;;;
0,211142;;;
0,17826;;;
0,170624;;;
0,165226;;;
0,164212;;;
0,161101;;;
1,002782;;;
0,225107;;;
0,193351;;;
0,182107;;;
0,176799;;;
0,281893;;;
0,202929;;;
0,220005;;;
0,180553;;;
0,174813;;;
0,169125;;;
0,169393;;;
0,179781;;;
0,181705;;;
0,173599;;;
0,187725;;;
0,18113;;;
0,254688;;;
0,182696;;;
0,183137;;;
0,17524;;;
0,35248;;;
0,1938;;;
0,174538;;;
0,180294;;;
0,177245;;;
0,245023;;;
0,20108;;;
0,18597;;;
0,177007;;;
0,180438;;;
0,179262;;;
0,387496;;;
0,643308;;;
0,612429;;;
1,095636;;;
0,910981;;;
0,528126;;;
0,447148;;;
0,601094;;;
0,975028;;;
0,343538;;;
1,715239;;;
0,312892;;;
0,208369;;;
0,200009;;;
0,226998;;;
0,239809;;;
0,216334;;;
0,272296;;;
0,287224;;;
0,28083;;;
0,254444;;;
0,238787;;;
0,412319;;;
0,820254;;;
1,055561;;;
0,703621;;;
0,284657;;;
0,218882;;;
0,185266;;;
0,171247;;;
0,166775;;;
0,162823;;;
0,162481;;;
0,161047;;;
0,260119;;;
0,220127;;;
0,190813;;;
0,249793;;;
0,168514;;;
0,16269;;;
0,162608;;;
0,160038;;;
0,15826;;;
0,16975;;;
0,18111;;;
0,192435;;;
0,36897;;;
0,219153;;;
0,257952;;;
0,210106;;;
0,206246;;;
0,238902;;;
0,302355;;;
0,220515;;;
0,265911;;;
0,256427;;;
0,183458;;;
0,173219;;;
0,177435;;;
0,19358;;;
0,167006;;;
0,220701;;;
0,23381;;;
0,201694;;;
0,233685;;;
0,281168;;;
0,246458;;;
0,231064;;;
0,222471;;;
0,214121;;;
0,208834;;;
0,214997;;;
0,188513;;;
0,177571;;;
0,410382;;;
0,248732;;;
0,277107;;;
0,243303;;;
0,199907;;;
0,183515;;;
0,20796;;;
0,162116;;;
0,154284;;;
0,179339;;;
0,172952;;;
0,145023;;;
0,141499;;;
0,139615;;;
0,145613;;;
0,144401;;;
0,156212;;;
0,178167;;;
0,170072;;;
0,142702;;;
0,142753;;;
0,14115;;;
0,142901;;;
0,152577;;;
0,19815;;;
0,154679;;;
0,150979;;;
0,153387;;;
0,165094;;;
0,208879;;;
0,198232;;;
0,231533;;;
0,19146;;;
0,197417;;;
0,15254;;;
0,141852;;;
0,179558;;;
0,174178;;;
0,166841;;;
0,163329;;;
0,142581;;;
0,140723;;;
0,141636;;;
0,14323;;;
0,141271;;;
0,140546;;;
0,14721;;;
0,140508;;;
0,14522;;;
0,178101;;;
0,292955;;;
0,198218;;;
0,188656;;;
0,174652;;;
0,161694;;;
0,189677;;;
0,194015;;;
0,16656;;;
0,175954;;;
0,175127;;;
0,16329;;;
0,160939;;;
0,169559;;;
0,195896;;;
0,197849;;;
0,195034;;;
0,173467;;;
0,220948;;;
0,16972;;;
0,167278;;;
0,162004;;;
0,164261;;;
0,164336;;;
0,310476;;;
0,165748;;;
0,167826;;;
0,164833;;;
0,161079;;;
0,162469;;;
0,175704;;;
0,166133;;;
0,210955;;;
0,194844;;;
0,16614;;;
0,163602;;;
0,161688;;;
0,161969;;;
0,161585;;;
0,162465;;;
0,16183;;;
0,183522;;;
0,166624;;;
0,160635;;;
0,162762;;;
0,164778;;;
0,166608;;;
0,167462;;;
0,160481;;;
0,226498;;;
0,213585;;;
0,175261;;;
0,169336;;;
0,24513;;;
0,172667;;;
0,167899;;;
0,181626;;;
0,304999;;;
0,210734;;;
0,181218;;;
0,188489;;;
0,182691;;;
0,175232;;;
0,165525;;;
0,16319;;;
0,17923;;;
0,168998;;;
0,160678;;;
0,163743;;;
0,173957;;;
0,159212;;;
0,161944;;;
0,204823;;;
0,161413;;;
0,165409;;;
0,166741;;;
0,168891;;;
0,169253;;;
0,172769;;;
0,160724;;;
0,165301;;;
0,16456;;;
0,167888;;;
0,215549;;;
0,166235;;;
0,159901;;;
0,15823;;;
0,163697;;;
0,158662;;;
0,173237;;;
0,180893;;;
0,183806;;;
0,164569;;;
0,16245;;;
0,162149;;;
0,163528;;;
