0,080945
0,081506
0,081538
0,081742
0,082118
0,082137
0,082374
0,082396
0,082565
0,082639
0,082722
0,082761
0,082988
0,083121
0,08325
0,083268
0,083655
0,083785
0,083974
0,083986
0,084061
0,084077
0,084134
0,084172
0,08433
0,084382
0,084543
0,084732
0,084831
0,084887
0,084919
0,084955
0,085079
0,085191
0,085204
0,08526
0,085281
0,085333
0,085337
0,085432
0,085463
0,085474
0,085552
0,085888
0,085969
0,085976
0,086109
0,086194
0,086445
0,086486
0,086978
0,087086
0,087203
0,08748
0,087587
0,0883
0,088377
0,088416
0,088844
0,088927
0,088985
0,089005
0,089006
0,089014
0,089066
0,089115
0,089175
0,089204
0,089242
0,089568
0,089588
0,08964
0,089716
0,089781
0,089793
0,089925
0,09002
0,090195
0,090209
0,090293
0,090404
0,09046
0,09065
0,090749
0,090761
0,090793
0,090835
0,09088
0,090889
0,090997
0,091004
0,091074
0,091083
0,091124
0,091174
0,091235
0,091247
0,091348
0,091361
0,091362
0,091488
0,091501
0,091529
0,091581
0,091693
0,091705
0,091733
0,091736
0,091737
0,091737
0,091742
0,091769
0,091821
0,09184
0,091863
0,091864
0,091876
0,091877
0,091912
0,091915
0,091928
0,091931
0,09194
0,091948
0,091951
0,091963
0,091976
0,091988
0,092005
0,092007
0,092021
0,09203
0,092038
0,092084
0,092089
0,092093
0,092099
0,092113
0,092159
0,092162
0,09224
0,09224
0,092243
0,092254
0,092261
0,092269
0,092293
0,092299
0,092319
0,092325
0,092332
0,092337
0,092338
0,092346
0,092348
0,092359
0,092374
0,092385
0,092394
0,092394
0,092399
0,0924
0,092417
0,09242
0,092437
0,092464
0,092465
0,092467
0,092471
0,092477
0,092482
0,092486
0,092487
0,092487
0,092488
0,092489
0,092491
0,092511
0,092542
0,092542
0,092547
0,092555
0,092568
0,092592
0,092594
0,092602
0,092603
0,092614
0,092652
0,09266
0,092666
0,092667
0,092667
0,092671
0,092675
0,092681
0,092682
0,092689
0,092692
0,092695
0,092704
0,092709
0,092713
0,092719
0,092722
0,09273
0,09273
0,092747
0,09276
0,092762
0,092764
0,092765
0,092775
0,09278
0,092782
0,092806
0,092819
0,092837
0,092847
0,092858
0,092864
0,092866
0,092872
0,092875
